item_names,categoria_propia,country,category,item_prices_local_curr,item_prices_usd
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Netherlands,Food,1.47,1.58
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",New Zealand,Food,2.75,1.65
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Macedonia,Food,72.0,1.26
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Norway,Food,23.0,2.13
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Oman,Food,1.025,2.66
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Pakistan,Food,198.0,0.71
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Panama,Food,1.73,1.73
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Peru,Food,5.26,1.41
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Philippines,Food,115.0,2.0
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Poland,Food,3.89,0.97
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Portugal,Food,0.97,1.05
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Puerto Rico,Food,2.9,2.9
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Qatar,Food,7.0,1.94
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Romania,Food,8.0,1.66
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Russia,Food,83.0,0.91
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Saudi Arabia,Food,5.91,1.58
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Serbia,Food,159.0,1.46
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Singapore,Food,3.52,2.6
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Slovakia,Food,1.28,1.37
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Slovenia,Food,1.42,1.53
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",South Africa,Food,20.0,1.07
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",South Korea,Food,2942.0,2.16
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Spain,Food,1.05,1.13
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Sri Lanka,Food,479.0,1.59
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Sweden,Food,16.0,1.43
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Switzerland,Food,1.76,1.94
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Syria,Food,7695.0,3.06
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Taiwan,Food,96.0,2.96
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Thailand,Food,64.0,1.74
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Tunisia,Food,1.726,0.55
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Turkey,Food,38.0,1.18
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Ukraine,Food,42.0,1.07
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",United Arab Emirates,Food,7.0,1.83
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",United Kingdom,Food,1.15,1.43
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",United States,Food,1.05,1.05
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Uruguay,Food,44.0,1.15
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Uzbekistan,Food,18297.0,1.45
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Venezuela,Food,2.03,2.03
1 liter (1 qt.) of whole fat milk,"Alimentos, bebidas y tabaco",Vietnam,Food,35644.0,1.4
1 liter (1/4 gallon) of gas,Nafta,Albania,Transportation,188.0,2.01
1 liter (1/4 gallon) of gas,Nafta,Algeria,Transportation,42.0,0.31
1 liter (1/4 gallon) of gas,Nafta,Argentina,Transportation,816.0,0.93
1 liter (1/4 gallon) of gas,Nafta,Armenia,Transportation,524.0,1.35
1 liter (1/4 gallon) of gas,Nafta,Australia,Transportation,2.02,1.33
1 liter (1/4 gallon) of gas,Nafta,Austria,Transportation,1.66,1.79
1 liter (1/4 gallon) of gas,Nafta,Azerbaijan,Transportation,1.0,0.59
1 liter (1/4 gallon) of gas,Nafta,Bangladesh,Transportation,259.0,2.36
1 liter (1/4 gallon) of gas,Nafta,Belarus,Transportation,2.37,0.72
1 liter (1/4 gallon) of gas,Nafta,Belgium,Transportation,1.73,1.86
1 liter (1/4 gallon) of gas,Nafta,Bolivia,Transportation,3.89,0.56
1 liter (1/4 gallon) of gas,Nafta,Bosnia And Herzegovina,Transportation,2.67,1.47
1 liter (1/4 gallon) of gas,Nafta,Brazil,Transportation,5.66,1.11
1 liter (1/4 gallon) of gas,Nafta,Bulgaria,Transportation,2.71,1.49
1 liter (1/4 gallon) of gas,Nafta,Canada,Transportation,1.66,1.21
1 liter (1/4 gallon) of gas,Nafta,Chile,Transportation,1274.0,1.36
1 liter (1/4 gallon) of gas,Nafta,China,Transportation,8.0,1.16
1 liter (1/4 gallon) of gas,Nafta,Colombia,Transportation,4083.0,1.05
1 liter (1/4 gallon) of gas,Nafta,Costa Rica,Transportation,703.0,1.37
1 liter (1/4 gallon) of gas,Nafta,Croatia,Transportation,1.45,1.56
1 liter (1/4 gallon) of gas,Nafta,Cyprus,Transportation,1.54,1.65
1 liter (1/4 gallon) of gas,Nafta,Czech Republic,Transportation,39.0,1.67
1 liter (1/4 gallon) of gas,Nafta,Denmark,Transportation,14.0,2.05
1 liter (1/4 gallon) of gas,Nafta,Dominican Republic,Transportation,77.0,1.33
1 liter (1/4 gallon) of gas,Nafta,Ecuador,Transportation,0.93,0.93
1 liter (1/4 gallon) of gas,Nafta,Egypt,Transportation,12.0,0.26
1 liter (1/4 gallon) of gas,Nafta,Estonia,Transportation,1.72,1.85
1 liter (1/4 gallon) of gas,Nafta,Finland,Transportation,1.98,2.13
1 liter (1/4 gallon) of gas,Nafta,France,Transportation,1.88,2.03
1 liter (1/4 gallon) of gas,Nafta,Georgia,Transportation,2.94,1.1
1 liter (1/4 gallon) of gas,Nafta,Germany,Transportation,1.82,1.96
1 liter (1/4 gallon) of gas,Nafta,Greece,Transportation,1.92,2.07
1 liter (1/4 gallon) of gas,Nafta,Guatemala,Transportation,10.0,1.28
1 liter (1/4 gallon) of gas,Nafta,Hong Kong,Transportation,25.0,3.15
1 liter (1/4 gallon) of gas,Nafta,Hungary,Transportation,628.0,1.74
1 liter (1/4 gallon) of gas,Nafta,India,Transportation,102.0,1.22
1 liter (1/4 gallon) of gas,Nafta,Indonesia,Transportation,12199.0,0.76
1 liter (1/4 gallon) of gas,Nafta,Iran,Transportation,48341.0,1.15
1 liter (1/4 gallon) of gas,Nafta,Iraq,Transportation,612.0,0.47
1 liter (1/4 gallon) of gas,Nafta,Ireland,Transportation,1.77,1.9
1 liter (1/4 gallon) of gas,Nafta,Israel,Transportation,7.0,1.98
1 liter (1/4 gallon) of gas,Nafta,Italy,Transportation,1.85,1.99
1 liter (1/4 gallon) of gas,Nafta,Jamaica,Transportation,239.0,1.52
1 liter (1/4 gallon) of gas,Nafta,Japan,Transportation,170.0,1.09
1 liter (1/4 gallon) of gas,Nafta,Jordan,Transportation,0.95,1.34
1 liter (1/4 gallon) of gas,Nafta,Kazakhstan,Transportation,226.0,0.51
1 liter (1/4 gallon) of gas,Nafta,Kenya,Transportation,209.0,1.59
1 liter (1/4 gallon) of gas,Nafta,Kosovo,Transportation,1.43,1.54
1 liter (1/4 gallon) of gas,Nafta,Kuwait,Transportation,0.097,0.31
1 liter (1/4 gallon) of gas,Nafta,Latvia,Transportation,1.63,1.75
1 liter (1/4 gallon) of gas,Nafta,Lithuania,Transportation,1.52,1.63
1 liter (1/4 gallon) of gas,Nafta,Luxembourg,Transportation,1.59,1.71
1 liter (1/4 gallon) of gas,Nafta,Malaysia,Transportation,2.04,0.43
1 liter (1/4 gallon) of gas,Nafta,Malta,Transportation,1.34,1.44
1 liter (1/4 gallon) of gas,Nafta,Mauritius,Transportation,73.0,1.57
1 liter (1/4 gallon) of gas,Nafta,Mexico,Transportation,23.0,1.37
1 liter (1/4 gallon) of gas,Nafta,Montenegro,Transportation,1.61,1.73
1 liter (1/4 gallon) of gas,Nafta,Morocco,Transportation,14.0,1.4
1 liter (1/4 gallon) of gas,Nafta,Nepal,Transportation,140.0,1.05
1 liter (1/4 gallon) of gas,Nafta,Netherlands,Transportation,2.09,2.25
1 liter (1/4 gallon) of gas,Nafta,New Zealand,Transportation,2.83,1.7
1 liter (1/4 gallon) of gas,Nafta,Macedonia,Transportation,89.0,1.55
1 liter (1/4 gallon) of gas,Nafta,Norway,Transportation,22.0,2.03
1 liter (1/4 gallon) of gas,Nafta,Oman,Transportation,0.303,0.79
1 liter (1/4 gallon) of gas,Nafta,Pakistan,Transportation,285.0,1.03
1 liter (1/4 gallon) of gas,Nafta,Panama,Transportation,1.05,1.05
1 liter (1/4 gallon) of gas,Nafta,Peru,Transportation,4.68,1.26
1 liter (1/4 gallon) of gas,Nafta,Philippines,Transportation,59.0,1.03
1 liter (1/4 gallon) of gas,Nafta,Poland,Transportation,7.0,1.69
1 liter (1/4 gallon) of gas,Nafta,Portugal,Transportation,1.78,1.91
1 liter (1/4 gallon) of gas,Nafta,Puerto Rico,Transportation,1.26,1.26
1 liter (1/4 gallon) of gas,Nafta,Qatar,Transportation,2.66,0.73
1 liter (1/4 gallon) of gas,Nafta,Romania,Transportation,7.0,1.59
1 liter (1/4 gallon) of gas,Nafta,Russia,Transportation,54.0,0.59
1 liter (1/4 gallon) of gas,Nafta,Saudi Arabia,Transportation,2.22,0.59
1 liter (1/4 gallon) of gas,Nafta,Serbia,Transportation,202.0,1.86
1 liter (1/4 gallon) of gas,Nafta,Singapore,Transportation,2.88,2.13
1 liter (1/4 gallon) of gas,Nafta,Slovakia,Transportation,1.62,1.74
1 liter (1/4 gallon) of gas,Nafta,Slovenia,Transportation,1.5,1.61
1 liter (1/4 gallon) of gas,Nafta,South Africa,Transportation,24.0,1.3
1 liter (1/4 gallon) of gas,Nafta,South Korea,Transportation,1629.0,1.19
1 liter (1/4 gallon) of gas,Nafta,Spain,Transportation,1.62,1.74
1 liter (1/4 gallon) of gas,Nafta,Sri Lanka,Transportation,362.0,1.21
1 liter (1/4 gallon) of gas,Nafta,Sweden,Transportation,20.0,1.79
1 liter (1/4 gallon) of gas,Nafta,Switzerland,Transportation,1.87,2.06
1 liter (1/4 gallon) of gas,Nafta,Syria,Transportation,7976.0,3.17
1 liter (1/4 gallon) of gas,Nafta,Taiwan,Transportation,32.0,0.99
1 liter (1/4 gallon) of gas,Nafta,Thailand,Transportation,37.0,1.01
1 liter (1/4 gallon) of gas,Nafta,Tunisia,Transportation,2.383,0.76
1 liter (1/4 gallon) of gas,Nafta,Turkey,Transportation,41.0,1.26
1 liter (1/4 gallon) of gas,Nafta,Ukraine,Transportation,52.0,1.31
1 liter (1/4 gallon) of gas,Nafta,United Arab Emirates,Transportation,3.0,0.82
1 liter (1/4 gallon) of gas,Nafta,United Kingdom,Transportation,1.46,1.82
1 liter (1/4 gallon) of gas,Nafta,United States,Transportation,0.99,0.99
1 liter (1/4 gallon) of gas,Nafta,Uruguay,Transportation,75.0,1.94
1 liter (1/4 gallon) of gas,Nafta,Uzbekistan,Transportation,17370.0,1.37
1 liter (1/4 gallon) of gas,Nafta,Venezuela,Transportation,0.53,0.53
1 liter (1/4 gallon) of gas,Nafta,Vietnam,Transportation,25342.0,1.0
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Albania,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Algeria,Entertainment,11.0,0.08
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Argentina,Entertainment,494.0,0.56
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Armenia,Entertainment,15.0,0.04
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Australia,Entertainment,0.76,0.5
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Austria,Entertainment,0.1,0.11
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Azerbaijan,Entertainment,0.05,0.03
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Bangladesh,Entertainment,3.07,0.03
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Belarus,Entertainment,0.84,0.26
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Belgium,Entertainment,0.25,0.27
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Bolivia,Entertainment,1.3,0.19
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Bosnia And Herzegovina,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Brazil,Entertainment,1.16,0.23
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Bulgaria,Entertainment,0.33,0.18
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Canada,Entertainment,0.44,0.32
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Chile,Entertainment,110.0,0.12
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,China,Entertainment,0.4,0.06
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Colombia,Entertainment,257.0,0.07
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Costa Rica,Entertainment,41.0,0.08
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Croatia,Entertainment,0.12,0.13
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Cyprus,Entertainment,0.03,0.04
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Czech Republic,Entertainment,3.17,0.14
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Denmark,Entertainment,0.82,0.12
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Dominican Republic,Entertainment,8.0,0.14
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Ecuador,Entertainment,0.38,0.38
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Egypt,Entertainment,3.15,0.07
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Estonia,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Finland,Entertainment,0.07,0.08
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,France,Entertainment,0.27,0.29
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Georgia,Entertainment,0.35,0.13
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Germany,Entertainment,0.14,0.15
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Greece,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Guatemala,Entertainment,2.11,0.27
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Hong Kong,Entertainment,3.33,0.43
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Hungary,Entertainment,30.0,0.08
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,India,Entertainment,2.97,0.04
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Indonesia,Entertainment,3983.0,0.25
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Iran,Entertainment,11042.0,0.26
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Iraq,Entertainment,468.0,0.36
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Ireland,Entertainment,0.33,0.36
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Israel,Entertainment,0.33,0.09
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Italy,Entertainment,0.34,0.37
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Jamaica,Entertainment,115.0,0.73
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Japan,Entertainment,52.0,0.34
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Jordan,Entertainment,0.091,0.13
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Kazakhstan,Entertainment,25.0,0.06
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Kenya,Entertainment,3.76,0.03
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Kosovo,Entertainment,0.03,0.03
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Kuwait,Entertainment,0.041,0.13
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Latvia,Entertainment,0.18,0.19
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Lithuania,Entertainment,0.08,0.08
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Luxembourg,Entertainment,0.09,0.1
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Malaysia,Entertainment,0.13,0.03
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Malta,Entertainment,0.54,0.58
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Mauritius,Entertainment,1.36,0.03
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Mexico,Entertainment,2.63,0.16
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Montenegro,Entertainment,0.3,0.32
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Morocco,Entertainment,1.15,0.11
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Nepal,Entertainment,1.9,0.01
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Netherlands,Entertainment,0.1,0.11
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,New Zealand,Entertainment,0.41,0.24
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Macedonia,Entertainment,20.0,0.35
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Norway,Entertainment,0.94,0.09
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Oman,Entertainment,0.06,0.16
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Pakistan,Entertainment,3.61,0.01
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Panama,Entertainment,0.29,0.29
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Peru,Entertainment,0.54,0.14
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Philippines,Entertainment,10.0,0.18
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Poland,Entertainment,0.62,0.15
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Portugal,Entertainment,0.18,0.2
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Puerto Rico,Entertainment,0.17,0.17
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Qatar,Entertainment,1.0,0.27
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Romania,Entertainment,0.71,0.15
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Russia,Entertainment,3.86,0.04
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Saudi Arabia,Entertainment,0.35,0.09
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Serbia,Entertainment,11.0,0.1
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Singapore,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Slovakia,Entertainment,0.1,0.11
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Slovenia,Entertainment,0.06,0.07
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,South Africa,Entertainment,1.81,0.1
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,South Korea,Entertainment,206.0,0.15
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Spain,Entertainment,0.21,0.22
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Sri Lanka,Entertainment,6.0,0.02
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Sweden,Entertainment,5.0,0.46
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Switzerland,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Syria,Entertainment,,
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Taiwan,Entertainment,5.05,0.16
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Thailand,Entertainment,1.57,0.04
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Tunisia,Entertainment,0.32,0.1
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Turkey,Entertainment,1.4,0.04
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Ukraine,Entertainment,3.5,0.09
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,United Arab Emirates,Entertainment,0.81,0.22
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,United Kingdom,Entertainment,0.29,0.36
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,United States,Entertainment,0.4,0.4
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Uruguay,Entertainment,8.0,0.2
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Uzbekistan,Entertainment,150.0,0.01
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Venezuela,Entertainment,0.18,0.18
1 min. of prepaid mobile tariff (no discounts or plans),Comunicaciones,Vietnam,Entertainment,,
1 month of gym membership in business district,Ocio,Albania,Entertainment,3000.0,32.0
1 month of gym membership in business district,Ocio,Algeria,Entertainment,2716.0,20.0
1 month of gym membership in business district,Ocio,Argentina,Entertainment,20252.0,23.0
1 month of gym membership in business district,Ocio,Armenia,Entertainment,30320.0,78.0
1 month of gym membership in business district,Ocio,Australia,Entertainment,83.0,55.0
1 month of gym membership in business district,Ocio,Austria,Entertainment,33.0,35.0
1 month of gym membership in business district,Ocio,Azerbaijan,Entertainment,167.0,98.0
1 month of gym membership in business district,Ocio,Bangladesh,Entertainment,1991.0,18.0
1 month of gym membership in business district,Ocio,Belarus,Entertainment,60.0,18.0
1 month of gym membership in business district,Ocio,Belgium,Entertainment,30.0,33.0
1 month of gym membership in business district,Ocio,Bolivia,Entertainment,345.0,50.0
1 month of gym membership in business district,Ocio,Bosnia And Herzegovina,Entertainment,57.0,32.0
1 month of gym membership in business district,Ocio,Brazil,Entertainment,138.0,27.0
1 month of gym membership in business district,Ocio,Bulgaria,Entertainment,53.0,29.0
1 month of gym membership in business district,Ocio,Canada,Entertainment,64.0,47.0
1 month of gym membership in business district,Ocio,Chile,Entertainment,49133.0,52.0
1 month of gym membership in business district,Ocio,China,Entertainment,356.0,49.0
1 month of gym membership in business district,Ocio,Colombia,Entertainment,125484.0,32.0
1 month of gym membership in business district,Ocio,Costa Rica,Entertainment,35663.0,70.0
1 month of gym membership in business district,Ocio,Croatia,Entertainment,49.0,52.0
1 month of gym membership in business district,Ocio,Cyprus,Entertainment,62.0,67.0
1 month of gym membership in business district,Ocio,Czech Republic,Entertainment,1624.0,70.0
1 month of gym membership in business district,Ocio,Denmark,Entertainment,311.0,45.0
1 month of gym membership in business district,Ocio,Dominican Republic,Entertainment,2962.0,51.0
1 month of gym membership in business district,Ocio,Ecuador,Entertainment,45.0,45.0
1 month of gym membership in business district,Ocio,Egypt,Entertainment,1592.0,33.0
1 month of gym membership in business district,Ocio,Estonia,Entertainment,52.0,55.0
1 month of gym membership in business district,Ocio,Finland,Entertainment,46.0,49.0
1 month of gym membership in business district,Ocio,France,Entertainment,34.0,37.0
1 month of gym membership in business district,Ocio,Georgia,Entertainment,123.0,46.0
1 month of gym membership in business district,Ocio,Germany,Entertainment,40.0,43.0
1 month of gym membership in business district,Ocio,Greece,Entertainment,31.0,34.0
1 month of gym membership in business district,Ocio,Guatemala,Entertainment,470.0,61.0
1 month of gym membership in business district,Ocio,Hong Kong,Entertainment,681.0,87.0
1 month of gym membership in business district,Ocio,Hungary,Entertainment,23675.0,65.0
1 month of gym membership in business district,Ocio,India,Entertainment,1644.0,20.0
1 month of gym membership in business district,Ocio,Indonesia,Entertainment,466417.0,29.0
1 month of gym membership in business district,Ocio,Iran,Entertainment,7938260.0,189.0
1 month of gym membership in business district,Ocio,Iraq,Entertainment,53963.0,41.0
1 month of gym membership in business district,Ocio,Ireland,Entertainment,56.0,61.0
1 month of gym membership in business district,Ocio,Israel,Entertainment,249.0,67.0
1 month of gym membership in business district,Ocio,Italy,Entertainment,55.0,60.0
1 month of gym membership in business district,Ocio,Jamaica,Entertainment,7774.0,50.0
1 month of gym membership in business district,Ocio,Japan,Entertainment,8748.0,56.0
1 month of gym membership in business district,Ocio,Jordan,Entertainment,50.0,71.0
1 month of gym membership in business district,Ocio,Kazakhstan,Entertainment,18939.0,43.0
1 month of gym membership in business district,Ocio,Kenya,Entertainment,6108.0,47.0
1 month of gym membership in business district,Ocio,Kosovo,Entertainment,22.0,23.0
1 month of gym membership in business district,Ocio,Kuwait,Entertainment,12.0,39.0
1 month of gym membership in business district,Ocio,Latvia,Entertainment,35.0,38.0
1 month of gym membership in business district,Ocio,Lithuania,Entertainment,27.0,29.0
1 month of gym membership in business district,Ocio,Luxembourg,Entertainment,40.0,43.0
1 month of gym membership in business district,Ocio,Malaysia,Entertainment,194.0,41.0
1 month of gym membership in business district,Ocio,Malta,Entertainment,54.0,58.0
1 month of gym membership in business district,Ocio,Mauritius,Entertainment,1300.0,28.0
1 month of gym membership in business district,Ocio,Mexico,Entertainment,998.0,59.0
1 month of gym membership in business district,Ocio,Montenegro,Entertainment,58.0,62.0
1 month of gym membership in business district,Ocio,Morocco,Entertainment,459.0,46.0
1 month of gym membership in business district,Ocio,Nepal,Entertainment,2308.0,17.0
1 month of gym membership in business district,Ocio,Netherlands,Entertainment,37.0,40.0
1 month of gym membership in business district,Ocio,New Zealand,Entertainment,73.0,44.0
1 month of gym membership in business district,Ocio,Macedonia,Entertainment,2141.0,37.0
1 month of gym membership in business district,Ocio,Norway,Entertainment,499.0,46.0
1 month of gym membership in business district,Ocio,Oman,Entertainment,19.0,50.0
1 month of gym membership in business district,Ocio,Pakistan,Entertainment,2757.0,10.0
1 month of gym membership in business district,Ocio,Panama,Entertainment,49.0,49.0
1 month of gym membership in business district,Ocio,Peru,Entertainment,130.0,35.0
1 month of gym membership in business district,Ocio,Philippines,Entertainment,1481.0,26.0
1 month of gym membership in business district,Ocio,Poland,Entertainment,149.0,37.0
1 month of gym membership in business district,Ocio,Portugal,Entertainment,38.0,41.0
1 month of gym membership in business district,Ocio,Puerto Rico,Entertainment,52.0,52.0
1 month of gym membership in business district,Ocio,Qatar,Entertainment,380.0,104.0
1 month of gym membership in business district,Ocio,Romania,Entertainment,174.0,38.0
1 month of gym membership in business district,Ocio,Russia,Entertainment,5817.0,63.0
1 month of gym membership in business district,Ocio,Saudi Arabia,Entertainment,505.0,135.0
1 month of gym membership in business district,Ocio,Serbia,Entertainment,3815.0,35.0
1 month of gym membership in business district,Ocio,Singapore,Entertainment,158.0,117.0
1 month of gym membership in business district,Ocio,Slovakia,Entertainment,30.0,32.0
1 month of gym membership in business district,Ocio,Slovenia,Entertainment,64.0,68.0
1 month of gym membership in business district,Ocio,South Africa,Entertainment,614.0,33.0
